GameID,Age,HoursPerWeek,TotalHours,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed,LeagueIndex
7134,22.0,12.0,700.0,0.0028267346,0.0003858717,6,0.0,0.0003499767,0.0044509853,36.0566,4.9052,28,0.0012653,9,0.0,8.9738e-06,5
7142,28.0,20.0,800.0,0.0030229326,0.0007991661,7,0.0006601807,0.0003474635,0.0014940931,35.4286,18.5581,9,0.00090341,4,0.0,0.0,5
7149,18.0,4.0,300.0,0.001969046,0.0005094735,2,0.000185889,0.0001721194,0.0046885327,21.2941,5.2717,47,0.00058521,10,0.0002478519,0.00028228,6
7156,24.0,14.0,750.0,0.0008350276,0.0001936296,3,3.63055474876561e-05,0.0003751573,0.0058936005,20.5432,3.4045,26,0.00079872,6,0.0,0.00024204,6
7160,27.0,24.0,1000.0,0.0140519094,0.0003099686,6,0.0002066457,8.26582906265498e-05,0.0033683253,12.2963,8.4356,16,0.0006406,3,0.0,0.0,5
7163,24.0,2.0,100.0,0.0004655493,0.0001481293,3,8.46453360419841e-05,2.1161334010496e-05,0.0024547147,67.7913,3.069,20,0.0003809,2,0.0,0.0,3
7166,27.0,6.0,300.0,0.0010599232,0.0002420297,4,5.00751126690035e-05,0.0002003005,0.0033466867,67.26,3.0,34,0.00061759,6,0.0,8.3459e-06,4
7168,21.0,56.0,1500.0,0.0015215841,0.0003109504,5,0.0002031543,0.0003275345,0.0038143253,50.8683,4.0576,56,0.00033583,9,0.0001782782,0.00035241,6
7169,21.0,24.0,750.0,0.0015227623,0.0001582091,5,0.0,0.0001087687,0.0045880631,43.5508,3.0776,40,0.00073172,6,0.0,0.0,6
7170,25.0,6.0,250.0,0.0016800765,0.0003313912,10,0.0001387219,0.0001233084,0.0036838374,43.8491,3.5983,32,0.00060113,9,0.0001464287,7.7068e-05,3
7171,24.0,8.0,100.0,0.000968513,0.0001648533,5,3.09099901088032e-05,5.15166501813386e-05,0.0034413122,35.3754,3.5359,19,0.00077275,6,0.0,0.0,4
7174,32.0,4.0,200.0,0.000251699,0.0001258495,3,0.0,0.0004090108,0.0016675057,34.9231,5.566,9,0.00078656,4,0.0,0.0,1
7182,25.0,4.0,200.0,0.0008752158,9.59140610013428e-05,5,0.0001079033,0.0001198926,0.0013068291,74.037,4.055,19,0.00046758,6,0.0,0.0,1
7188,25.0,36.0,2000.0,0.0065493722,0.0004779621,6,0.0,0.0007879915,0.0040691366,33.6306,6.0,23,0.0018602,7,0.0003100295,0.00058131,5
7193,23.0,28.0,1500.0,0.0028023385,0.0003019761,4,4.83161810890467e-05,0.0009300865,0.0042035078,43.7003,5.7414,35,0.0013287,8,0.00025366,0.00093009,5
7196,22.0,4.0,730.0,0.0042557403,0.0007147884,5,0.0001099674,0.0003958828,0.0036949063,16.7284,6.9435,26,0.00091273,7,0.0,7.6977e-05,5
7200,23.0,12.0,300.0,0.0013952257,0.0002546032,7,0.0003055239,0.0004379175,0.0030857911,35.5099,6.3465,31,0.0010693,7,0.0,0.0,3
7204,18.0,20.0,600.0,0.0052378458,0.0003095091,6,7.1425170229989e-05,8.33293652683206e-05,0.0037498214,36.0255,5.0476,21,0.0011666,7,0.0,0.0,4
7205,26.0,12.0,500.0,0.0012202838,0.0001129892,4,0.0002033806,0.0004745548,0.0033896773,22.604,6.76,15,0.0010847,4,0.0,0.00036157,6
7206,22.0,10.0,700.0,0.0028944683,0.0003548773,1,0.0001996185,0.0004325068,0.0026504902,34.6387,5.2971,26,0.0016413,8,0.0,6.654e-05,4
7208,26.0,20.0,600.0,0.001490313,0.0004657228,5,7.45156482861401e-05,5.58867362146051e-05,0.0026080477,23.5683,4.3214,14,0.00087556,4,0.0,0.0,4
7210,19.0,24.0,300.0,0.0009588815,7.21738771806822e-05,4,1.03105538829546e-05,0.0006289438,0.0038458366,42.8387,6.5871,25,0.0011857,8,0.0001752794,0.00038149,4
7212,20.0,6.0,300.0,0.0190447938,0.0004301394,7,0.0003114803,0.0008602788,0.0047611985,16.4125,6.7788,23,0.00086028,9,0.0001186592,0.00037081,6
7217,25.0,10.0,600.0,0.002383707,0.0005485518,5,9.97366951248703e-06,0.0003690258,0.0041689939,35.5588,3.8971,39,0.00077795,8,0.0001695524,0.00036903,4
7221,23.0,24.0,1500.0,0.0090489026,0.0003369272,5,0.0,0.0001925298,0.0032489411,23.9104,6.6,11,0.001083,3,0.0,0.0,6
7225,23.0,12.0,400.0,0.0019009644,0.0002704624,10,9.27299703264095e-05,0.0007341123,0.0023646142,61.4951,6.3562,27,0.0008423,9,6.95474777448071e-05,0.00015455,4
7227,26.0,8.0,500.0,0.0010248235,0.0002467168,8,0.0001043802,0.0002372277,0.0025051241,35.7414,5.6212,26,0.00074964,6,0.0,0.0,5
7228,22.0,8.0,1000.0,0.003016738,0.0004031585,6,8.34121114385809e-05,0.0004170606,0.0046849803,29.5476,3.4214,21,0.0013068,7,0.0,0.00018073,5
7229,16.0,56.0,400.0,0.001984664,0.000315742,4,9.021199819576e-05,0.000518719,0.0029995489,38.1818,6.609,13,0.00106,5,0.0,0.0,5
7231,27.0,6.0,200.0,0.0007840237,0.0001923077,5,0.0,0.0001775148,0.0037869822,34.4314,2.957,19,0.00085799,7,0.0,0.0,4
7232,22.0,6.0,730.0,0.0030483507,0.0005814773,3,0.0001057231,0.0001057231,0.003594587,42.4236,3.2059,21,0.00072244,6,7.0482097547223e-05,7.0482e-05,4
7233,21.0,8.0,600.0,0.0057350017,0.0005941122,3,0.0,4.84989572724186e-05,0.0042194093,44.4611,3.6753,18,0.0010912,7,0.0,0.00025462,5
7234,26.0,14.0,300.0,0.0030143017,0.0005323588,3,0.0001438808,0.0006834336,0.0029783316,53.2785,5.4179,25,0.00094961,6,0.0,0.00043164,2
7236,23.0,8.0,200.0,0.0017522967,0.0001701259,4,0.0,0.0004933651,0.0017352841,46.6931,8.7843,13,0.0015822,5,0.0,0.0,3
7239,20.0,20.0,750.0,0.0058512053,0.0004593922,9,0.0002236514,0.0003989458,0.0037597621,37.9839,5.8939,55,0.0016744,10,0.0002296961,0.00037477,6
7242,17.0,24.0,800.0,0.0099353843,0.0011436414,6,0.0003002059,0.0,0.0038883806,12.059,6.4301,15,0.00084344,5,0.0,0.0,6
7245,29.0,4.0,100.0,0.0008444603,6.95437927197584e-05,3,8.94134477825465e-05,8.94134477825465e-05,0.0034374503,64.3826,2.7543,25,0.00072524,4,0.0,0.00018876,2
7253,20.0,10.0,500.0,0.0020225188,0.0003857381,3,0.000177231,0.0004795663,0.0033673895,41.3416,4.7245,26,0.0017515,10,4.17014178482068e-05,5.2127e-05,4
7255,17.0,36.0,200.0,0.0045260461,0.0001280956,3,0.0,5.97779675491033e-05,0.0035269001,94.1456,4.1913,30,0.00076003,8,0.0001964133,0.0010077,2
7257,21.0,16.0,500.0,0.0200543696,0.0004902179,5,0.00042337,4.45652658318107e-05,0.0032309818,38.5052,4.5759,21,0.00090245,7,0.0,0.00033424,4
7258,23.0,56.0,2400.0,0.0069256715,0.0006572258,8,0.000179807,0.0009486372,0.0050655986,23.7598,5.6487,34,0.00053322,9,0.0002232087,0.0026847,7
7259,20.0,48.0,2000.0,0.0005017912,0.0001143322,4,1.27035747859448e-05,0.0002286643,0.0038999975,41.5269,4.3355,40,0.00074316,8,0.0,2.5407e-05,5
7260,21.0,20.0,500.0,0.0031358363,0.0005886382,3,0.0,0.0010060362,0.0044415429,35.256,4.7711,28,0.0012094,6,0.0,0.0,4
7266,18.0,24.0,800.0,0.0048101427,0.0004459735,5,0.000254842,0.0008760194,0.0050172018,32.586,5.0444,28,0.0017839,6,0.0,4.7783e-05,6
7267,16.0,24.0,1024.0,0.0059620109,0.0005692372,5,0.0,0.0002995985,0.0040146204,34.412,5.3172,22,0.0011684,7,0.0,0.00016478,2
7271,21.0,28.0,1460.0,0.0056516771,0.000612095,4,0.0002652412,0.000489676,0.0031012813,26.4371,7.5,21,0.00048968,3,0.0,0.0,5
7274,23.0,10.0,300.0,0.0027034793,0.0006660746,4,0.0,3.91808588444259e-05,0.0037352419,55.2,4.2308,23,0.00070526,6,0.0,0.00032651,3
7281,16.0,14.0,700.0,0.0027820183,0.000311345,5,6.02603246022819e-05,0.0005423429,0.004147919,20.932,6.3559,27,0.0017877,10,9.03904869034228e-05,0.00011048,5
7282,23.0,20.0,900.0,0.0036803859,0.0004071916,5,1.56612165633026e-05,0.0006734323,0.0031322433,41.0251,4.62,19,0.0005638,5,0.0,0.0,4
7285,24.0,10.0,800.0,0.0034290315,0.0001804753,4,1.38827187916482e-05,0.0009440249,0.0041786984,24.2267,5.0,21,0.0019297,7,0.0,0.0,5
7287,26.0,36.0,1100.0,0.0063878303,0.0004451178,6,0.0002889361,0.0002498907,0.0056928219,28.3187,4.0384,38,0.0014369,10,0.0001717998,7.0282e-05,6
7290,24.0,6.0,500.0,0.0035991312,0.0003878374,5,4.6540490226497e-05,0.0003568104,0.0042196711,34.2435,4.1544,24,0.00082222,5,0.0,0.0,5
7291,21.0,20.0,200.0,0.0003865074,0.0001932537,0,0.0,0.0003513703,0.0037596627,36.939,3.3832,15,0.00096627,6,0.0,0.00014055,4
7298,36.0,4.0,300.0,0.0008093959,0.0001549907,1,6.88847558035407e-05,0.0005338569,0.0029964869,30.1965,6.3966,17,0.00060274,4,0.0,0.0,3
7302,23.0,12.0,600.0,0.0039789118,0.000373023,5,2.48681985476972e-05,2.48681985476972e-05,0.003133393,43.904,5.4365,19,0.00096986,5,0.0,0.0,3
7304,18.0,10.0,600.0,0.0031402142,0.0006085686,6,0.0,0.0006329114,0.002677702,34.7156,8.4091,16,0.0015336,5,0.0,0.0,6
7305,27.0,8.0,600.0,0.0056642863,0.0005950807,7,0.0002314203,0.0009697611,0.0047496253,28.5209,4.6334,24,0.0028321,9,0.0004187605,0.00053998,6
7309,17.0,10.0,700.0,0.016597186,0.0006861212,5,0.0001042209,0.0017978114,0.0069393781,17.9348,5.5257,29,0.0013809,10,0.0001737016,0.00044294,6
7313,23.0,2.0,150.0,0.0019234057,0.0003419388,2,0.0,0.0002279592,0.0036330997,23.1181,6.0275,21,0.00095458,6,0.0,0.0,4
7316,26.0,42.0,750.0,0.013093678,0.0003954087,7,0.0001694609,0.0003050296,0.0048013918,21.3113,4.4118,28,0.00075693,6,0.0,0.0,6
7320,18.0,10.0,1000.0,0.0035540081,0.0003048585,2,0.000529491,0.0004974007,0.0040353636,38.1594,5.5189,36,0.00082633,9,0.0003128811,0.00080226,4
7325,20.0,28.0,1460.0,0.0026300667,0.0005028069,5,0.0004917562,0.0003204703,0.0035638509,33.6894,6.0744,46,0.00054148,8,0.0,8.8406e-05,5
7328,24.0,42.0,730.0,0.0069732273,0.0005600986,4,0.0,0.0004200739,0.0034025989,24.3636,7.4198,30,0.0034166,7,0.0002800493,0.00043408,5
7332,22.0,12.0,360.0,0.0035648433,0.0005121901,6,0.0,0.0001331694,0.0043843475,42.0328,3.4182,28,0.0012497,9,0.0002663389,0.00027658,5
7333,22.0,10.0,500.0,0.0033890164,0.0002935369,7,0.0,0.0003469072,0.0035090996,54.7023,3.0418,17,0.00070716,7,0.0,6.6713e-05,3
7334,19.0,28.0,240.0,0.0026846517,0.0004583552,5,0.0,0.0003055701,0.0031866597,35.0897,5.2808,19,0.00091671,6,0.0,0.00010913,4
7339,20.0,20.0,1100.0,0.0011552285,0.0002995037,6,0.0002139312,0.0005904501,0.0038593188,35.2622,4.1818,30,0.00061612,9,0.0003080609,0.00025672,6
7341,22.0,10.0,600.0,0.0188099559,0.0005703915,3,2.59268861809697e-05,0.0003759398,0.0054446461,38.969,4.5214,34,0.0017241,7,0.0,0.0,5
7347,21.0,42.0,1400.0,0.0095811567,0.000427627,5,0.0001386898,0.0005316444,0.0040220055,34.2248,4.2845,24,0.00088993,5,0.0,0.0,6
7350,23.0,16.0,500.0,0.0030815631,0.0003442172,2,9.83477576711251e-05,0.0004261736,0.0033766063,35.0049,4.7524,21,0.00077039,7,0.0,0.00013113,5
7351,18.0,70.0,1200.0,0.0077806007,0.0006238091,6,0.0002608656,0.0008733327,0.0052626803,32.7084,5.7866,37,0.00169,8,0.0004083114,0.0011909,6
7352,16.0,60.0,1000.0,0.0041154084,0.000752279,3,4.42517036905921e-05,0.0011726701,0.0036728914,22.6182,6.6566,20,0.00073015,6,0.0,0.0,6
7354,30.0,12.0,500.0,0.0053631088,0.0006044487,4,0.0002637595,0.0005604888,0.0035167927,27.8245,5.8563,21,0.00085722,6,2.19799542816951e-05,0.0,4
7367,18.0,24.0,900.0,0.0074544884,0.0004969659,5,0.0001307805,0.0005492781,0.0042634442,41.5062,3.1779,22,0.00075853,5,0.0,0.0,5
7368,20.0,10.0,650.0,0.0073223105,0.0005368263,7,0.000225467,0.0003757784,0.0057118317,18.5311,4.9135,31,0.00081598,7,0.0,0.0,6
7372,19.0,12.0,500.0,0.0082137755,0.0006055525,3,0.0,0.0003726477,0.003338302,37.8131,5.3116,15,0.00068319,8,0.0001552699,0.00029501,4
7374,21.0,24.0,1460.0,0.0042778341,0.0002251492,2,2.81436451649218e-05,0.0003377237,0.0026455026,32.2151,7.0319,15,0.00078802,5,0.0,0.0,5
7376,25.0,4.0,150.0,0.0059776588,0.0004154357,3,4.61595273264402e-05,0.0003461965,0.002146418,70.3913,7.7419,12,0.0010155,5,0.0,0.0001154,2
7377,20.0,2.0,400.0,0.0024278215,0.0005085302,8,0.0,0.0,0.0035269029,35.2897,5.7023,22,0.0016896,7,8.20209973753281e-05,0.00014764,5
7378,16.0,4.0,650.0,0.0201482608,0.0005227143,5,0.0,0.0004435152,0.0056389786,33.1155,4.4803,20,0.00071279,7,0.0,3.168e-05,6
7379,18.0,14.0,250.0,0.0014839597,4.72169009524323e-05,3,6.74527156463319e-06,8.76885303402315e-05,0.0046609827,26.2203,4.33,34,0.00068127,9,0.0001821223,0.001086,2
7381,25.0,16.0,500.0,0.0033884927,0.0005171194,5,6.80420227532524e-05,0.0017963094,0.0033612759,14.2114,9.2713,23,0.0014697,6,0.0,0.0,4
7384,18.0,12.0,350.0,0.0034706106,0.000327018,3,0.0002742732,0.0007806237,0.0064559686,21.473,4.6176,26,0.0020149,5,0.0,0.0,6
7385,23.0,24.0,650.0,0.0214387836,0.0008454538,3,1.37472161887218e-05,0.0007973385,0.0037736108,45.781,5.6612,41,0.0008867,9,0.0004948998,0.00026807,4
7387,19.0,28.0,2400.0,0.0057436518,0.0008565095,2,0.0004030633,0.0009572753,0.0033252721,25.5198,7.7394,22,0.0012193,8,8.06126561870214e-05,0.0,5
7389,23.0,20.0,900.0,0.00194747,0.0002412795,0,3.44684957948435e-05,0.0008272439,0.0026885427,65.9871,5.6731,20,0.0018441,4,0.0,0.0,4
7391,24.0,20.0,1000.0,0.0023557355,0.0003699089,7,4.54274070036082e-05,0.0001557511,0.0051138281,30.0839,4.1079,34,0.00073982,7,0.0,0.0,6
7393,18.0,6.0,350.0,0.0047406453,0.0004142311,6,0.0001150642,0.0010816035,0.0040617665,27.1023,5.2805,21,0.0011046,6,0.000138077,0.00010356,6
7394,25.0,24.0,700.0,0.0008185911,0.0002046478,6,0.0,0.0002160171,0.0039224158,37.8023,4.9217,20,0.00080722,7,0.0,0.0,4
7396,24.0,56.0,1200.0,0.0090773035,0.0004121117,6,7.59153218809648e-05,0.000704928,0.0038933715,36.5028,5.9276,25,0.00094352,7,0.0001626757,0.00022775,6
7397,27.0,4.0,250.0,0.0028574127,0.0004486846,10,0.0003424172,0.0007084494,0.0055731356,25.8599,4.678,30,0.0015586,8,0.0,0.0,6
7399,23.0,30.0,3257.0,0.0068949398,0.0005185813,6,0.0,3.65198083440458e-05,0.0048936543,25.3752,5.9119,26,0.00063544,6,0.0,0.0,5
7402,24.0,8.0,50.0,0.0011576754,0.0002894188,5,0.0002662653,0.0002431118,0.0030678398,48.3788,5.4868,27,0.0020954,6,0.0,0.0,4
7406,24.0,14.0,730.0,0.0111199365,0.0005815273,5,0.0,0.000694996,0.0062407807,18.7517,5.0955,30,0.0021985,6,0.0,0.0,6
7407,29.0,20.0,1000.0,0.0036299809,0.0005697692,7,0.0002297456,0.0007995148,0.0031796795,25.7623,8.1214,25,0.0025732,8,0.0,9.1898e-06,4
7409,17.0,12.0,600.0,0.0062817359,0.0005496519,7,0.0002224781,0.0003009998,0.0044495629,41.0619,4.0088,23,0.0013087,5,0.0,0.0,6
7411,31.0,30.0,400.0,0.0006427047,0.0003274156,5,7.27590221187427e-05,0.0,0.0048991075,39.1563,2.7896,20,0.00050931,7,8.48855258051998e-05,8.4886e-05,4
7412,23.0,16.0,450.0,0.0011016602,0.0002562,1,2.56200040992007e-05,0.00023058,0.0037661406,53.863,2.8231,14,0.00079422,4,0.0,0.0,4
7415,24.0,20.0,1000.0,0.0057534853,0.0013277274,8,0.0003457623,0.0002489489,0.0045640628,10.2857,7.2364,30,0.00048407,3,0.0,0.00019363,7
7416,23.0,10.0,730.0,0.00625,0.00032277,5,2.93427230046948e-05,0.0002053991,0.0044307512,36.32,3.7616,17,0.0016725,6,0.0,0.0,5
7419,23.0,8.0,600.0,0.0020665593,0.0005367687,5,0.0,4.02576489533011e-05,0.0032340311,32.1333,4.0332,14,0.0010064,4,0.0,0.0,3
7424,20.0,28.0,1200.0,0.0061087215,0.0002859888,6,1.14395533998353e-05,6.86373203990116e-05,0.0041067997,50.648,4.2201,21,0.00094948,5,0.0,0.0,6
7426,21.0,42.0,1500.0,0.0034395526,0.0002662879,5,1.10953310846796e-05,0.0002219066,0.0042717025,30.5521,4.7688,27,0.0010097,5,0.0,0.0,5
7428,30.0,28.0,1000.0,0.0022841043,0.0002667068,3,0.0002325136,0.0003282545,0.0040279563,34.1633,4.9168,41,0.0007796,6,0.0,0.0,4
7430,18.0,4.0,208.0,0.0057010135,0.0006837194,7,0.0001206564,0.0007742117,0.0040822072,37.6,5.9778,30,0.0012568,7,0.0,4.0219e-05,6
7431,18.0,16.0,120.0,0.0060583112,0.0005797993,6,0.0,0.0001656569,0.0028634987,55.5353,4.0455,18,0.00081645,7,0.0,0.00015382,3
7433,17.0,24.0,1000.0,0.0061320536,0.0003477535,3,0.0001043261,0.0,0.0030834145,49.3887,4.0075,23,0.0010201,7,0.0,5.7959e-05,4
7434,20.0,16.0,1300.0,0.0029396378,0.0003176304,3,1.24560922747316e-05,0.0001432451,0.0044405969,49.4607,5.5063,25,0.00081587,11,0.0001494731,0.0001557,4
7435,34.0,96.0,400.0,5.8837373499647e-05,2.94186867498235e-05,1,2.94186867498235e-05,0.0002647682,0.0015297717,47.6078,6.9038,11,0.00076489,5,0.0,0.0,4
7438,22.0,56.0,1500.0,0.0056921996,0.001054111,6,0.0001581167,0.0003865074,0.0039704849,48.8711,4.1726,25,0.00045678,3,0.0,0.0,6
7440,21.0,2.0,700.0,0.0017993602,0.0003998578,5,2.22143237959837e-05,8.88572951839346e-05,0.0038208637,30.924,4.9884,16,0.00099964,7,0.0,0.00011107,5
7444,25.0,10.0,600.0,0.0022930731,0.0002751688,5,7.33783387144115e-05,7.33783387144115e-05,0.0027333431,35.2703,7.4832,18,0.001064,5,0.0,0.0,4
7446,20.0,14.0,100.0,0.0038057636,0.0001628134,3,0.0,0.0001831651,0.0026864214,38.5954,6.5985,11,0.0013432,4,0.0,0.0,4
7448,17.0,10.0,1000.0,0.0008683427,0.0001791818,4,0.0,0.0005375455,0.0032252729,42.0429,3.9017,21,0.00062024,7,6.89160877715294e-05,0.0,5
7450,23.0,24.0,1196.0,0.0136960407,0.0004983503,3,3.43689854275502e-05,0.0003780588,0.0034712675,19.9005,7.3663,15,0.00068738,8,0.0,0.0,6
7451,21.0,24.0,300.0,0.0026480937,0.00053506,6,2.72064424855806e-05,0.0001088258,0.0044346501,26.2623,4.0041,26,0.00073457,9,0.0004534407,0.00037182,6
7453,30.0,6.0,150.0,0.001970093,0.0004324594,6,0.0,0.0003363573,0.0025274852,65.2977,4.2319,20,0.0010763,5,0.0,0.0,3
7454,30.0,12.0,200.0,0.0025950581,0.0001410358,3,0.0,0.0002256572,0.002566851,26.8889,5.956,10,0.0019181,5,0.0,2.8207e-05,3
7456,24.0,28.0,1400.0,0.0189807004,0.0001131641,4,0.0002263281,0.0013991194,0.0021398296,27.0725,8.3125,32,0.0012962,8,0.0002571911,8.2301e-05,3
7458,21.0,28.0,1095.0,0.0143028486,0.0005847076,10,0.00011994,0.0005697151,0.0045577211,19.0363,6.0987,22,0.00074963,6,0.0,0.0,6
7459,21.0,14.0,550.0,0.0115316972,0.0008593812,7,1.99856103605404e-05,0.0001199137,0.0031976977,26.6667,6.6375,20,0.00099928,3,0.0,0.0,7
7463,23.0,12.0,900.0,0.0034334306,0.0002668469,3,0.0001245286,0.000177898,0.003575749,40.48,4.1294,17,0.0015121,6,0.0,5.3369e-05,6
7464,20.0,24.0,1870.0,0.0004731861,0.0002426595,7,0.0,0.0002305266,0.002705654,25.8739,4.6323,18,0.00038826,6,0.0,0.0,1
7465,25.0,4.0,300.0,0.0014669864,0.0002551281,1,0.0001020512,0.0012373712,0.0028701908,22.6071,6.5733,20,0.001467,6,7.65384222879886e-05,0.00031891,3
7471,19.0,20.0,800.0,0.0068322757,0.0010095183,3,7.21084511104701e-05,0.0001442169,0.0026680127,19.5374,9.3649,13,0.0010275,5,0.0,0.0,6
7474,22.0,6.0,1000.0,0.0014366784,0.0003052942,4,1.79584799942533e-05,0.0001077509,0.004004741,41.2432,3.991,21,0.0010775,6,0.0,7.1834e-05,4
7477,22.0,12.0,450.0,0.0009172571,0.0001581478,2,3.16295546558704e-05,0.0003162955,0.0016763664,28.9231,7.566,7,0.00056933,3,0.0,0.0,4
7478,17.0,20.0,400.0,0.0034582776,0.0002788934,5,0.0,0.0001487431,0.0033467202,35.933,6.3167,14,0.0037372,6,0.0,0.0,3
7479,29.0,28.0,1400.0,0.002060254,0.0005403945,7,0.0004221832,0.0003208592,0.0037827614,17.0404,6.0893,16,0.00075993,8,0.0,0.0,6
7481,24.0,24.0,600.0,0.0027196653,0.0001599803,6,0.0,0.000209205,0.0035934039,38.268,3.3288,25,0.00072606,6,0.0,0.00015998,2
7484,22.0,12.0,700.0,0.0050858601,0.0008508663,6,0.0003480817,0.0004834468,0.0029200186,34.4,6.7086,18,0.00098623,4,0.0,0.00044477,6
7490,22.0,2.0,1000.0,0.0041218258,0.0001855484,5,0.0,0.0002783226,0.0034458994,46.3012,5.2423,17,0.00099401,6,0.0,0.0,4
7493,20.0,24.0,1000.0,0.0018628912,0.0005080612,5,6.77414984419455e-05,0.000270966,0.0038951362,24.7018,4.9652,13,0.00105,5,0.0,0.0,6
7494,19.0,8.0,450.0,0.0002915263,0.0001619591,0,9.71754340502721e-05,0.0004534854,0.0017815496,94.1481,7.4364,14,0.0015224,4,0.0,0.0,4
7497,26.0,24.0,990.0,0.0324517281,0.0002636703,5,0.0,0.0002839526,0.0036711017,43.7778,3.9006,13,0.00089242,7,0.0,2.0282e-05,4
7500,21.0,10.0,2000.0,0.0060550295,0.0007568787,8,5.93630346383307e-05,0.0008236621,0.0046154759,28.5411,5.3441,30,0.00082366,10,0.0001113057,0.00051201,5
7504,23.0,16.0,800.0,0.0048978837,0.0003465484,2,4.62064504204787e-05,9.24129008409574e-05,0.0040892709,26.9318,4.3503,20,0.00055448,4,0.0,0.00041586,5
7513,26.0,12.0,730.0,0.0093269591,0.0006327334,6,0.0001054556,0.000328084,0.0032105362,25.348,6.0876,25,0.00091395,5,0.0002343457,7.0304e-05,6
7519,18.0,10.0,500.0,0.0128662701,0.0005948447,5,0.0001432033,0.0002643754,0.0049900859,36.4425,4.6004,43,0.0010355,7,0.0001872659,0.00015422,4
7520,24.0,10.0,500.0,0.0072676242,0.0004939162,4,0.0002979177,0.0004547165,0.0034025339,46.5589,5.1014,45,0.00073695,6,0.0001097592,0.00024304,4
7523,26.0,36.0,1800.0,0.0049271935,0.000498516,8,0.0004173623,0.0002318679,0.0043359303,17.126,5.7219,26,0.0015999,8,0.0002782415,0.00075357,5
7525,21.0,8.0,1000.0,0.0026603972,0.0004330879,2,3.09348512033657e-05,0.0002474788,0.0040524655,33.5632,6.0725,22,0.0015467,6,0.0,0.0,5
7527,21.0,42.0,800.0,0.0005941286,0.000139795,2,0.0,0.0004543336,0.0026444548,22.8673,6.0176,20,0.00037279,7,0.0,0.0,4
7528,23.0,10.0,500.0,0.0014733316,0.0001059951,2,1.05995081828203e-05,0.0001271941,0.003190452,42.7867,5.0199,14,0.00067837,7,0.0,0.0,2
7529,21.0,24.0,800.0,0.0020715848,0.0003021061,5,0.0001726321,0.0004459662,0.0037115894,19.9844,6.0465,13,0.00066176,5,0.0,0.0,6
7530,25.0,8.0,400.0,0.0045855889,0.0002759237,4,5.25568928364955e-05,0.0005518474,0.0030877175,22.9231,8.4383,22,0.0011168,5,0.0,0.0,5
7531,28.0,6.0,200.0,8.95950304623104e-05,5.97300203082069e-05,0,0.0,0.0002837176,0.0020009557,46.1053,4.7836,8,0.00038825,7,0.0,0.0,2
7544,22.0,8.0,150.0,0.000892385,0.0002891988,2,1.6525647805394e-05,0.0001900449,0.0034621232,47.0622,3.864,32,0.0010081,8,0.0003635643,6.6103e-05,2
7548,25.0,10.0,500.0,5.70472351106716e-05,5.70472351106716e-05,3,3.80314900737811e-05,0.0002472047,0.0023199209,33.4545,3.8934,11,0.00039933,5,0.0,7.6063e-05,1
7552,31.0,8.0,500.0,0.003732839,0.0001127367,5,0.0,0.0001002104,0.0032568394,59.2587,5.3192,22,0.0013153,7,0.0,0.0,4
7560,26.0,4.0,100.0,0.001741009,0.0009276909,5,0.0001652052,0.000406659,0.0042317957,42.8692,4.536,35,0.0016902,9,0.0,0.00013343,5
7561,24.0,8.0,600.0,0.0039141155,0.0004109308,6,0.0002979248,0.0004006575,0.0029997945,44.1375,5.9349,23,0.0014794,7,0.0002054654,0.0001541,3
7563,31.0,8.0,700.0,0.0001218769,9.14076782449726e-05,3,6.0938452163315e-05,0.0003351615,0.0029250457,17.5158,4.25,12,0.00057892,5,0.0,0.0,6
7565,29.0,12.0,730.0,0.0018758056,0.0003107163,3,1.1508009574664e-05,0.0002646842,0.0036940711,22.675,5.838,27,0.0020714,7,4.60320382986559e-05,0.0,3
7567,21.0,12.0,950.0,0.0173941702,0.000476051,4,7.32386113959279e-05,0.0002563351,0.0027464479,32.2162,9.3867,16,0.00036619,2,0.0,0.0,6
7569,18.0,42.0,470.0,0.0009814152,0.0002857285,2,8.69608427747963e-05,0.0003478434,0.0037765852,16.6601,4.9211,23,0.00053419,9,0.0,0.0,5
7571,19.0,14.0,800.0,0.0206814214,0.0007189073,6,2.56752593201191e-05,0.0001412139,0.0045445209,23.6374,4.709,17,0.0012581,9,0.0001540516,0.00028243,6
7573,24.0,28.0,2100.0,0.0215662371,0.0001451295,4,2.90258910948566e-05,0.0003773366,0.0023801231,63.6049,7.4878,16,0.00063857,4,0.0,0.0,4
7575,18.0,10.0,800.0,0.0102051388,0.0005698301,4,0.0,0.0001381406,0.003643459,23.4857,7.4028,21,0.0023139,5,0.0003971543,0.0010706,5
7576,18.0,24.0,700.0,0.0020771413,0.0003884085,1,0.0,0.0001857606,0.0034112402,41.791,6.1584,13,0.00097947,7,0.0,0.0,3
7579,17.0,30.0,1200.0,0.0026642265,0.0002834283,5,0.0,0.0002024488,0.004640127,25.3357,4.6841,30,0.00095556,9,0.0,0.0,6
7580,22.0,12.0,800.0,0.0052910744,0.0004311246,5,2.6128762541806e-05,6.5321906354515e-05,0.004180602,32.7022,4.6094,20,0.0011366,6,0.0,0.0,5
